,relative_day,company,1_day_sentiment_score,past_7_days_senti_avg,past_3_days_senti_avg,1_day_news_count,1_day_overall_sentiment_score,open,high,low,close,volume
169,216,netflix,0.0712533484384362,0.04805410522304226,0.019311322147853482,1425,101.53602152477158,310.96,313.42,304.68,307.63,8692500
170,217,netflix,-0.06661164979831545,0.04766335899352299,0.0237511161461454,1948,-129.7594938071185,310.58,311.88,305.3,310.1,6179100
171,218,netflix,-0.11826544476595795,0.026722171684567458,0.0015472328800402492,1704,-201.52431788119233,302.56,305.0,296.81,304.29,9322400
172,219,netflix,0.11203682712410878,0.0006204502275231705,-0.037874582041945735,1203,134.78030303030286,311.03,316.36,306.63,315.9,5905900
173,220,netflix,0.14602559489614203,0.008049578205976005,-0.02428008914672154,1151,168.07545972545947,313.74,316.64,305.68,308.93,5349100
174,223,netflix,0.12235754948491924,0.0206340965563448,0.04867519829871401,1055,129.0872147065898,305.46,312.89,303.24,310.83,6531700
175,224,netflix,0.1216239467631481,0.027934696705842373,0.040785849828306416,889,108.12368867243866,309.77,316.43,308.16,312.28,5289400
176,225,netflix,0.09908772197168302,0.05482549621462289,0.08132716541602245,1102,109.19466961279468,308.01,308.41,298.01,299.11,7355800
177,226,netflix,0.12627415170997125,0.08587594860571444,0.11435640607325011,1153,145.59409692159684,299.5,300.63,288.0,295.76,9629200
178,227,netflix,0.11309908084703345,0.08790985211798051,0.11566194014826746,1099,124.29588985088976,298.86,303.55,296.27,302.8,6905800
179,230,netflix,0.10094220433334286,0.0832060643966793,0.037699693615677814,1039,104.87895030234323,306.25,311.75,304.75,309.38,4942200
180,231,netflix,0.11566323845431309,0.08014672937502552,0.03364740144444762,1046,120.9837474232115,304.57,305.0,297.68,298.99,7349900
181,232,netflix,0.0868170636316186,0.07929519961662053,0.07220181426255198,1034,89.76884379509363,301.61,302.88,296.2,297.81,5685400
182,233,netflix,0.16053447746876232,0.07754224842518276,0.10114083547309154,1244,199.70488997114032,298.65,300.33,293.15,296.93,4974200
183,234,netflix,0.170329635250697,0.08243658067643862,0.12100492651823135,1536,261.6263197450706,295.0,299.01,290.32,291.44,6324900
184,237,netflix,0.05610486987010512,0.09061237416267627,0.056776545083565666,1403,78.71513242775748,295.24,296.95,292.5,294.98,4695700
185,238,netflix,-0.00046665521835645034,0.08420704066792803,0.01870162329003504,1543,-0.7200490019240029,294.54,296.77,287.2,291.03,6309400
186,239,netflix,0.2485732209404039,0.06761705585754665,0.018546071550582893,1811,450.1661031230715,289.47,292.82,287.75,291.77,3955700
187,240,netflix,0.1137829660513752,0.09072507833023027,0.10140381186405086,1359,154.6310508638189,295.0,299.93,294.99,296.78,4388500
188,241,netflix,0.144924073021329,0.08404629098488925,0.12062984392447422,1622,235.06684644059567,298.78,298.94,290.85,293.75,4446400
189,245,netflix,0.052039594935863784,0.07240194354210738,0.0,1230,64.00870177111246,290.82,293.9,288.06,289.29,3682800
190,246,netflix,0.1446244368985642,0.0799028364212817,0.01734653164528793,974,140.86420153920153,291.25,292.38,286.51,291.52,4652500
191,247,netflix,0.05168575804480592,0.0650530101295903,0.06555467727814267,1003,51.84081531894034,285.32,293.97,282.79,293.25,8966800
192,248,netflix,0.08208757596081533,0.056181980414366124,0.08278326329307796,1065,87.42326839826832,293.35,293.35,287.03,290.17,5166600
193,251,netflix,0.07140633070023851,0.04720533797714989,0.027362525320271777,911,65.05116726791728,294.81,301.55,290.6,294.34,8232700
194,252,netflix,0.0647939751026524,0.05740624236289825,0.023802110233412836,1308,84.75051943426935,291.16,297.17,282.66,287.99,12320200
195,253,netflix,0.09298386635563555,0.05922829667243947,0.04540010193429697,1122,104.32789805102308,285.7,292.65,284.61,288.27,7405900
196,254,netflix,0.10476469102537972,0.051851072309163956,0.07639472405284214,1111,116.39357172919686,288.1,292.73,286.6,288.86,5010900
197,255,netflix,0.09041300382672039,0.0594337770206745,0.08751417749455588,1130,102.16669432419404,290.61,296.62,290.04,294.15,6583100
198,258,netflix,0.07339513391779806,0.060623123858660935,0.03013766794224013,2344,172.03819390331867,294.23,297.43,289.78,294.29,5307400
199,259,netflix,0.08717079608170263,0.06090723860402659,0.02446504463926602,1671,145.6624002525251,294.5,299.15,291.79,298.6,4777100
200,260,netflix,0.07937892290911117,0.06410392731531948,0.053521976666500236,1354,107.47906161893651,294.99,296.05,287.45,291.56,7811100
201,261,netflix,0.08786089442964434,0.06216036396581599,0.07998161763620394,1300,114.21916275853765,291.56,293.81,283.4,286.6,8461300
202,262,netflix,0.10554297491311114,0.059745535880710944,0.08480353780681937,1028,108.49817821067825,280.26,282.5,266.0,270.75,23832800
203,265,netflix,0.08673918478376205,0.061906960321623905,0.03518099163770371,1088,94.37223304473311,268.35,273.39,261.89,265.92,13478600
204,266,netflix,0.05985016405100523,0.0638132533024759,0.028913061594587352,951,56.917506012505974,262.5,265.0,252.28,254.59,16338200
205,267,netflix,0.08346427449094117,0.05991030586951913,0.048863116278255764,750,62.59820586820588,255.71,266.6,253.7,264.75,11643800
206,268,netflix,0.10444180116015353,0.06049392752406628,0.07668454110856948,786,82.09125571188068,266.42,268.05,260.2,263.31,7684000
207,269,netflix,0.1239942253285851,0.06286262848556759,0.0825854132340333,1015,125.85413870851389,266.18,267.44,260.39,263.08,7328300
