,relative_day,up_rate,up_cat,company,1_day_sentiment_score,past_7_days_senti_avg,past_3_days_senti_avg,1_day_news_count,1_day_overall_sentiment_score,open,high,low,close,volume
132,21,0.0,0,amazon,0.1563220063270063,0.03655459075536568,0.0,875,136.7817555361305,1681.0,1681.87,1610.2,1632.17,6416800
133,22,0.004809548025021848,0,amazon,0.1461531195641697,0.07111175636662952,0.05210733544233543,957,139.8685354229104,1656.0,1657.43,1612.0,1640.02,5225200
134,23,0.009091352544481214,0,amazon,0.16403429406722214,0.08472690302302248,0.10082504196372533,987,161.90184824434826,1641.07,1657.26,1631.78,1654.93,4089900
135,24,0.009450550778582702,0,amazon,0.17282731568234536,0.08977004734108858,0.15550313998613272,845,146.03908175158182,1670.5,1683.48,1661.61,1670.57,4945900
136,27,0.0,0,amazon,0.18475047715124537,0.09133381937724906,0.05760910522744845,781,144.29012265512264,1643.59,1645.0,1614.09,1637.89,4837700
137,28,-0.026869936320509918,-1,amazon,0.12793767181267163,0.11772674468456985,0.06158349238374846,555,71.00540785603275,1631.27,1632.38,1590.72,1593.88,4632800
138,29,0.048027455015434005,1,amazon,0.13307980066623692,0.11367183975395061,0.10422938298797234,1034,137.604513888889,1623.0,1676.95,1619.68,1670.43,5783800
139,30,0.028914710583502423,1,amazon,0.13778989655396398,0.11180422276853164,0.14858931654338464,311,42.8526578282828,1692.85,1736.41,1679.08,1718.73,10910300
140,73,0.01550212902231018,1,amazon,0.20687500929768982,0.12333325473921072,0.1959722248298894,1067,220.73563492063502,1703.0,1718.8,1693.13,1712.36,7550900
141,76,0.0,0,amazon,0.12392507452533708,0.13114386985415186,0.06895833643256327,1238,153.4192422623673,1712.7,1750.0,1712.63,1742.15,5429100
142,77,0.011307866716413522,1,amazon,0.15947871362463664,0.1312452511875279,0.04130835817511236,1165,185.79270137270169,1753.51,1784.16,1753.51,1761.85,6364200
143,78,0.020103868093197533,1,amazon,0.11292146594730951,0.143161486003879,0.09446792938332456,1393,157.29960206460214,1769.94,1799.5,1767.03,1797.27,6265600
144,79,0.012235223422190328,1,amazon,0.10836595697456884,0.12700279836789258,0.13210841803242776,1167,126.46307178932184,1796.26,1823.75,1787.28,1819.26,5767800
145,80,-0.029951738618998937,-1,amazon,0.17313411450164187,0.10165231719564884,0.126922045515505,920,159.28338534151052,1810.17,1818.98,1763.11,1764.77,6363000
146,86,0.0,0,amazon,0.26125871114243204,0.040214295925172956,0.0,129,33.70237373737373,1770.0,1777.93,1753.47,1773.42,3043000
147,87,0.004133256645351878,0,amazon,0.2166858069218905,0.06205611794915341,0.08708623704747735,1006,217.98592176342183,1786.58,1792.86,1776.63,1780.75,3320800
148,147,0.0,0,amazon,0.14345681727592427,0.09088294514513,0.0,823,118.06496061808566,1832.75,1849.27,1827.35,1836.43,3200000
149,148,-0.009387779550541,0,amazon,0.14692430481695032,0.07982010040418767,0.04781893909197476,928,136.3457548701299,1823.12,1830.0,1807.53,1819.19,4279000
150,149,-0.0015776252068228818,0,amazon,0.16338193256573905,0.07909508432320912,0.09679370736429153,863,140.9986078042328,1825.49,1829.47,1807.83,1816.32,3146900
151,150,-0.02271075581395349,-1,amazon,0.1814563575291631,0.08344833957346535,0.15125435155287123,843,152.9677093970845,1790.01,1795.59,1772.7,1775.07,4618800
152,177,0.0033986184220926247,0,amazon,0.16890958233308984,0.09758384174222968,0.12700203697648488,804,135.80330419580423,1902.0,1911.24,1898.04,1904.28,2141700
153,178,-0.005592664944230819,0,amazon,0.15811740737807806,0.10027890641918048,0.18330523108751484,820,129.656274050024,1909.1,1912.94,1884.0,1893.63,3037400
154,191,0.0,0,amazon,0.08840016126431238,0.05259657263288388,0.08037302405664948,1325,117.13021367521391,2025.62,2035.8,1995.3,2001.07,4317800
155,192,0.0049623451453472715,0,amazon,0.11798720050078751,0.06522516709921422,0.06870724329522188,1196,141.11269179894185,2008.27,2017.0,2003.87,2011.0,2509300
156,195,0.0,0,amazon,0.15159384305195195,0.06392949056214976,0.039329066833595834,4182,633.965451643263,2021.4,2022.9,2001.55,2020.99,2981300
157,196,-0.005487409635871488,0,amazon,0.1720692024546388,0.0679575390626293,0.05053128101731732,2515,432.7540441734166,2010.58,2026.32,2001.22,2009.9,2618200
158,197,-0.00889098960147277,0,amazon,0.1048850763229087,0.07572148675309866,0.10788768183553026,1504,157.74715478965467,2007.05,2012.0,1992.03,1992.03,2558800
159,198,-0.007093266667670608,0,amazon,0.08783364862413678,0.09070506908494277,0.1428493739431665,1283,112.69057118476749,1980.01,1987.5,1951.55,1977.9,3504300
160,199,-0.00676475049294712,0,amazon,0.12626275739159398,0.09062413870777482,0.12159597580056143,619,78.15664682539668,1991.21,1996.0,1962.23,1964.52,3185600
161,202,0.0,0,amazon,0.1387769688713942,0.09180636112074717,0.04208758579719799,1164,161.53639176630284,1971.14,1989.0,1958.26,1985.63,2900000
162,203,0.00446205990038421,0,amazon,0.16437000012657924,0.08997537909495322,0.04625898962379807,1102,181.1357401394903,1995.99,1997.79,1973.13,1994.49,2703500
163,204,0.0031687298507387532,0,amazon,0.1549655770459764,0.08887549304808755,0.10104898966599114,1065,165.03833955396487,1969.3,2001.3,1965.87,2000.81,2631300
164,205,-0.013489536737621268,-1,amazon,0.12261024981431369,0.09602985029424009,0.15270418201464997,1132,138.7948027898031,2001.0,2001.2,1972.72,1973.82,4136500
165,206,-0.015589060805949875,-1,amazon,0.15715103307299708,0.10099793617855109,0.14731527566228977,1227,192.8243175805674,1942.0,1950.9,1924.51,1943.05,4927100
166,209,0.0,0,amazon,0.12084972082022777,0.10541054699018008,0.052383677690999025,1085,131.12194708994713,1930.0,1932.23,1890.54,1912.45,4493200
167,210,-0.007278621663311497,0,amazon,0.17346282097860705,0.10284951155429915,0.04028324027340926,1267,219.77739417989514,1891.12,1909.89,1883.48,1898.53,2910900
168,211,-0.016723464996602634,-1,amazon,0.17641633668446385,0.10414848596173172,0.09810418059961161,993,175.1814223276726,1898.11,1899.55,1849.44,1866.78,4470700
